x,y,z,duty,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8,byte9,byte10,byte11,byte12,byte13,byte14,byte15,byte16,byte17,byte18,byte19,byte20,byte21,byte22,byte23,byte24,byte25,byte26,byte27,byte28,byte29,byte30,byte31,byte32,byte33,byte34,byte35,byte36,byte37,byte38,byte39,byte40,byte41,byte42,byte43,byte44,byte45,byte46,byte47,byte48,byte49,byte50,byte51,byte52,byte53,byte54,byte55,byte56,byte57,byte58,byte59,byte60,byte61,byte62,byte63,byte64,byte65,byte66,byte67,byte68,byte69,byte70,byte71,byte72,byte73,byte74,byte75,byte76,byte77,byte78,byte79,byte80,byte81,byte82,byte83,byte84,byte85,byte86,byte87,byte88,byte89,byte90,byte91,byte92,byte93,byte94,byte95,byte96,byte97,byte98,byte99,byte100,byte101,byte102,byte103,byte104,byte105,byte106,byte107,byte108,byte109,byte110,byte111,byte112,byte113,byte114,byte115,byte116,byte117,byte118,byte119,byte120,byte121,byte122,byte123,byte124,byte125,byte126,byte127,byte128,byte129,byte130,byte131,byte132,byte133,byte134,byte135,byte136,byte137,byte138,byte139,byte140,byte141,byte142,byte143,byte144,byte145,byte146,byte147,byte148,byte149,byte150,byte151,byte152,byte153,byte154,byte155,byte156,byte157,byte158,byte159,byte160,byte161,byte162,byte163,byte164,byte165,byte166,byte167,byte168,byte169,byte170,byte171,byte172,byte173,byte174,byte175,byte176,byte177,byte178,byte179,byte180,byte181,byte182,byte183,byte184,byte185,byte186,byte187,byte188,byte189,byte190,byte191,byte192,byte193,byte194,byte195,byte196,byte197,byte198,byte199
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,17,1,17,241,161,193,49,65,49,1,65,113,1,129,1,17,33,65,1,17,17,1,17,113,145,1,17,97,225,1,97,113,1,1,129,145,33,97,1,1,1,1,129,113,145,1,1,33,225,97,33,49,1,17,129,129,33,33,1,1,33,1,129,1,17,1,1,161,193,97,161,1,65,17,129,129,1,33,1,1,33,1,129,1,65,1,1,145,1,97,145,1,65,17,1,65,1,1,1,1,97,1,33,1,65,17,129,145,1,145,145,1,97,33,1,65,1,1,1,1,65,1,33,1,65,17,129,17,1,145,17,1,33,33,1,65,1,1,1,1,193,1,97,1,1,49,193,1,1,145,1,129,49,33,1,33,1,17,1,1,129,1,65,129,33,225,97,1,17,1,1,129,17,129,1,33,1,17,1,17,145,1,81,129,33,225,113,65,17,1,65,193,17,129,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,17,1,17,241,177,193,49,97,241,1,97,113,1,129,129,145,33,97,1,17,17,1,145,113,145,1,17,97,225,97,97,113,1,17,129,145,33,97,1,1,33,1,129,113,145,1,1,161,225,97,161,49,65,17,129,129,33,33,1,1,33,1,129,1,81,1,1,177,193,97,177,1,65,17,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,97,1,33,1,65,17,129,145,1,145,145,1,97,33,1,65,1,1,1,1,193,1,97,1,65,49,193,17,1,145,17,129,49,33,1,97,1,17,1,1,193,1,97,129,33,241,225,1,17,145,1,129,49,161,1,33,1,17,1,17,145,1,81,129,33,225,113,65,17,1,65,193,17,129,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,17,1,17,241,177,193,49,97,241,1,97,113,1,129,129,145,33,97,1,17,17,1,145,113,145,1,17,97,225,97,97,113,1,17,129,145,33,97,1,1,33,1,129,113,145,1,1,161,225,97,161,49,65,17,129,129,33,33,1,1,33,1,129,1,81,1,1,177,193,97,177,1,65,17,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,97,1,33,1,65,17,129,145,1,145,145,1,97,33,1,65,1,1,1,1,193,1,97,1,65,49,193,17,1,145,17,129,49,33,1,97,1,17,1,1,193,1,97,129,33,241,225,1,17,145,1,129,49,161,1,33,1,17,1,17,145,1,81,129,33,225,113,65,17,1,65,193,17,129,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,17,1,17,241,161,193,49,65,49,1,65,113,1,129,1,17,33,65,1,17,17,1,17,113,145,1,17,97,225,1,97,113,1,1,129,145,33,97,1,1,1,1,129,113,145,1,1,33,225,97,33,49,1,17,129,129,33,33,1,1,33,1,129,1,17,1,1,161,193,97,161,1,65,17,129,129,1,33,1,1,33,1,129,1,65,1,1,145,1,97,145,1,65,17,1,65,1,1,1,1,97,1,33,1,65,17,129,145,1,145,145,1,97,33,1,65,1,1,1,1,65,1,33,1,65,17,129,17,1,145,17,1,33,33,1,65,1,1,1,1,193,1,97,1,1,49,193,1,1,145,1,129,49,33,1,33,1,17,1,1,129,1,65,129,33,225,97,1,17,1,1,129,17,129,1,33,1,17,1,17,145,1,81,129,33,225,113,65,17,1,65,193,17,129,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,17,1,17,241,161,193,49,65,49,1,65,113,1,129,1,17,33,65,1,17,17,1,17,113,145,1,17,97,225,1,97,113,1,1,129,145,33,97,1,1,1,1,129,113,145,1,1,33,225,97,33,49,1,17,129,129,33,33,1,1,33,1,129,1,17,1,1,161,193,97,161,1,65,17,129,129,1,33,1,1,33,1,129,1,65,1,1,145,1,97,145,1,65,17,1,65,1,1,1,1,97,1,33,1,65,17,129,145,1,145,145,1,97,33,1,65,1,1,1,1,65,1,33,1,65,17,129,17,1,145,17,1,33,33,1,65,1,1,1,1,193,1,97,1,1,49,193,1,1,145,1,129,49,33,1,33,1,17,1,1,129,1,65,129,33,225,97,1,17,1,1,129,17,129,1,33,1,17,1,17,145,1,81,129,33,225,113,65,17,1,65,193,17,129,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,17,1,17,113,129,1,17,65,33,1,65,113,1,1,1,17,33,65,1,1,1,1,1,113,145,1,1,33,225,1,33,49,1,1,129,129,33,33,1,1,1,1,129,1,17,1,1,33,193,97,33,1,1,17,129,129,1,33,1,1,33,1,129,1,1,1,1,129,1,97,129,1,65,17,1,1,1,1,1,1,33,1,1,1,65,1,1,145,1,1,145,1,65,1,1,65,1,1,1,1,65,1,33,1,65,17,129,17,1,145,17,1,33,33,1,65,1,1,1,1,65,1,33,1,1,17,129,1,1,145,1,1,33,33,1,1,1,1,1,1,129,1,65,1,1,33,65,1,1,1,1,129,17,1,1,33,1,17,1,1,129,1,65,129,33,225,97,1,17,1,1,129,17,129,1,33,1,17,1,17,17,1,17,129,33,193,49,65,17,1,65,65,1,129,1,17,1,65,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,17,1,17,113,129,1,17,65,33,1,65,113,1,1,1,17,33,65,1,1,1,1,1,113,145,1,1,33,225,1,33,49,1,1,129,129,33,33,1,1,1,1,129,1,17,1,1,33,193,97,33,1,1,17,129,129,1,33,1,1,33,1,129,1,1,1,1,129,1,97,129,1,65,17,1,1,1,1,1,1,33,1,1,1,65,1,1,145,1,1,145,1,65,1,1,65,1,1,1,1,65,1,33,1,65,17,129,17,1,145,17,1,33,33,1,65,1,1,1,1,65,1,33,1,1,17,129,1,1,145,1,1,33,33,1,1,1,1,1,1,129,1,65,1,1,33,65,1,1,1,1,129,17,1,1,33,1,17,1,1,129,1,65,129,33,225,97,1,17,1,1,129,17,129,1,33,1,17,1,17,17,1,17,129,33,193,49,65,17,1,65,65,1,129,1,17,1,65,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,1,1,1,113,129,1,1,1,33,1,1,49,1,1,1,1,33,1,1,1,1,1,1,1,17,1,1,33,193,1,33,1,1,1,129,129,1,33,1,1,1,1,129,1,1,1,1,1,1,97,1,1,1,17,1,1,1,1,1,1,33,1,1,1,1,1,1,129,1,1,129,1,65,1,1,1,1,1,1,1,1,1,1,1,65,1,1,17,1,1,17,1,1,1,1,65,1,1,1,1,65,1,33,1,1,17,129,1,1,145,1,1,33,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,129,1,65,1,1,33,65,1,1,1,1,129,17,1,1,33,1,17,1,1,1,1,1,129,33,193,33,1,17,1,1,1,1,129,1,1,1,1,1,17,17,1,17,1,1,1,17,65,1,1,65,65,1,1,1,17,1,65,1,1
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,145,1,81,241,161,225,113,65,49,1,65,241,17,129,1,49,33,81,1,17,145,1,81,241,177,225,113,97,241,1,97,241,17,129,129,177,33,113,1,17,17,1,145,241,177,193,49,97,241,97,97,113,1,145,129,145,33,97,1,17,49,1,145,113,145,1,17,225,225,97,225,113,65,17,129,145,33,97,1,1,33,1,129,113,209,1,1,177,225,97,177,49,65,17,129,193,33,33,1,1,97,1,161,1,81,17,129,177,193,241,177,1,97,49,129,193,1,33,1,1,97,1,161,1,65,17,129,145,1,241,145,1,97,49,1,65,1,1,1,1,225,1,97,1,65,49,193,145,1,145,145,129,113,33,1,97,1,17,1,1,193,1,97,129,97,241,225,17,17,145,17,129,49,161,1,97,1,17,1,17,209,1,113,129,33,241,241,65,17,145,65,193,49,161,1,49,1,81,1,17
0.0,0.0,0.12,1,1,1,113,129,1,1,1,33,1,1,49,1,1,1,1,33,1,1,1,1,1,1,1,17,1,1,33,193,1,33,1,1,1,129,129,1,33,1,1,1,1,129,1,1,1,1,1,1,97,1,1,1,17,1,1,1,1,1,1,33,1,1,1,1,1,1,129,1,1,129,1,65,1,1,1,1,1,1,1,1,1,1,1,65,1,1,17,1,1,17,1,1,1,1,65,1,1,1,1,65,1,33,1,1,17,129,1,1,145,1,1,33,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,129,1,65,1,1,33,65,1,1,1,1,129,17,1,1,33,1,17,1,1,1,1,1,129,33,193,33,1,17,1,1,1,1,129,1,1,1,1,1,17,17,1,17,1,1,1,17,65,1,1,65,65,1,1,1,17,1,65,1,1
